Drug,minimol_solubility_log_mol_L
CCC(=O)OC1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,-5.38250732421875
CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,-2.922603130340576
CCC(=O)OC1CC(=O)OC(C)C/C=C/C=C\C(O)C(C)CC(CC=O)C(O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@H](OC(=O)CC)[C@@H](C)O3)[C@H](N(C)C)[C@H]2O)C1OC,-2.391608715057373
CCC(=O)OC1CCC2C3CCC4=CC(=O)CC[C@@]4(C)C3CC[C@]12C,-4.5836944580078125
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.24753475189209
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,-4.813279151916504
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,-3.9953904151916504
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(Cl)[C@@H](O)C[C@@]21C,-4.8164472579956055
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@@H]2[C@H]3[C@@H](Cl)CC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@@H](O)C[C@@]21C,-4.2460527420043945
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,-4.247537612915039
CCC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,-2.948028326034546
CCC(=O)OCCNC(=O)C[n+]1ccccc1,0.2857635021209717
CCC(=O)OCN1C(=O)C=CC1=O,-0.502967357635498
CCC(=O)OCc1c(C(F)(F)F)nn(C)c1Sc1ccc(F)cc1,-5.357139587402344
CCC(=O)OCc1ccc([N+](=O)[O-])cc1,-3.027467966079712
CCC(=O)OCc1cccc([N+](=O)[O-])c1,-2.9118754863739014
CCC(=O)OCc1ccccc1[N+](=O)[O-],-2.4262876510620117
CCC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1)c1ccc(F)cc1,-3.647646903991699
CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,-3.0713257789611816
CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C\C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H](O[C@H]2O[C@@H](C)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](OC(=O)CC)[C@H](C)O3)[C@@H](N(C)C)[C@@H]2O)[C@@H]1OC,-2.5689923763275146
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,-3.5849006175994873
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C.O.O=S(=O)(O)c1ccc2ccccc2c1,-2.1123266220092773
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C.O=S(=O)(O)c1ccc2ccccc2c1,-2.0640997886657715
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)C[NH+](C)C,-3.429792642593384
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@H](C)CNC,-2.822978973388672
CCC(=O)O[C@@]1(C(=O)CCl)[C@@H](C)C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@@]21C,-5.38519287109375
CCC(=O)O[C@@]1(C(=O)SCF)[C@@H](C)C[C@H]2[C@@H]3C[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]21C,-5.880677223205566
CCC(=O)O[C@@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,-6.894426345825195
CCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,-0.7231349945068359
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.5836944580078125
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,-5.877372741699219
CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2C(C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(=O)CC)[C@@H](C)C(=O)[C@]3(CO3)CC(C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@H]2C)C[C@@H]1OC,-2.432631492614746
CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O,-2.057995080947876
CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O,-2.054492712020874
CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1[NH+](C)C,-1.525988221168518
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,-3.5849006175994873
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.[Cl-].[H+],-0.866356611251831
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)C[NH+](C)C,-3.429792642593384
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)C[NH2+]C,-3.0517029762268066
CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC21C,-5.203614234924316
CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,-5.383175849914551
CCC(=O)O[C@]1(C(=O)CCl)[C@H](C)C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,-5.382506370544434
CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,-4.0248212814331055
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,-4.046590805053711
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,-3.5092732906341553
CCC(=O)O[C@]1(C(=O)COC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,-4.133126735687256
CCC(=O)O[C@]1(C(=O)SC)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,-5.629016876220703
CCC(=O)O[C@]1(C(=O)SCCl)[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,-5.916909694671631
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,-5.872774600982666
CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@@H]1CC,-3.4500343799591064
CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1,-7.153055191040039
CCC(=O)[C@@H](c1ccccc1)c1ccccn1,-2.29571533203125
CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,-5.014739990234375
CCC(=O)[C@@]1(C)[C@H](C)C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,-5.012106895446777
CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,-5.012541770935059
CCC(=O)[C@]1(C)Oc2ccc(CN[C@]34CC[C@](CCc5c(F)cnc6ccc(OC)nc56)(CC3)OC4)nc2NC1=O,-6.052277565002441
CCC(=O)c1c(O)cc(O)cc1O,-1.7631018161773682
CCC(=O)c1c2cccc(O)c2c(O)c2c(O)cccc12,-5.073574066162109
CCC(=O)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(S(N)(=O)=O)cc2)c1C,-7.464437484741211
CCC(=O)c1ccc(O)cc1,-1.7773222923278809
CCC(=O)c1ccc(OCC(O)CN(CCc2ccccc2)Cc2ccccc2)cc1.Cl,-4.0653605461120605
CCC(=O)c1ccc(OCC(O)CN2CCCCC2)cc1.Cl,-1.8509248495101929
CCC(=O)c1ccc(OCc2ccc(C(=O)OC)cc2)c(OC)c1,-5.872339248657227
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,-4.0220866203308105
CCC(=O)c1ccc2c(c1)N(CC(C)[NH+](C)C)c1ccccc1S2,-4.054830551147461
CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,-4.291766166687012
CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,-2.80397891998291
CCC(=O)c1cccc(Cl)c1,-2.4384257793426514
CCC(=O)c1ccccc1OC[C@@H](O)CN1CCC(O)(c2ccccc2)CC1,-3.3704302310943604
CCC(=O)c1ccccc1OC[C@@H](O)CN1CCOCC1,-1.867783784866333
CCC(=O)c1ccccc1OC[C@H](O)CN1CCC(O)(c2ccccc2)CC1,-3.3704302310943604
CCC(=O)c1ccccc1OC[C@H](O)CN1CCCCC1,-2.00020170211792
CCC(=O)c1ccccc1OC[C@H](O)CN1CCOCC1,-1.867783784866333
CCC(=O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,-5.845229148864746
CCC(=O)c1cnc(C(=O)Nc2ccccc2C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cn1,-6.572422981262207
CCC(=O)n1nc(-c2ccc(OC)cc2)nc1N,-5.217703342437744
CCC(=O)n1ncc(Cl)c(Cl)c1=O,-1.998470664024353
CCC(=S)/C=C1\Sc2ccc3ccccc3c2N1CCCS(=O)(=O)[O-].[Na+],-2.1310181617736816
CCC(=S)/C=C1\Sc2ccccc2N1CCCS(=O)(=O)[O-].[Na+],-2.9923479557037354
CCC(=S)N1CCC(CN2CC[C@H](NC(=O)c3cc(Cl)c(N)cc3OC)[C@H](OC)C2)CC1,-4.531095504760742
CCC(Br)(C(N)=O)C(C)C,-1.183602213859558
CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,-2.3302886486053467
CCC(Br)(CC)C(=O)NC(N)=O,-2.1168763637542725
CCC(C#CCN1CCCCC1)(CC)OCCC#N,-3.6250529289245605
CCC(C(=O)N1CCOCC1)n1c(C(=O)OC)cc2occc21,-3.134106159210205
CCC(C(=O)NC(C)(C)C)N(C(=O)Cn1nnc(-c2ccccc2F)n1)c1cccc2c1CCCC2,-5.937056541442871
CCC(C(=O)NC(C)(C)C)N(C(=O)Cn1nnc(-c2cccs2)n1)c1cnc2ccccc2c1,-2.814002513885498
CCC(C(=O)NC(N)=O)c1ccccc1,-3.5762181282043457
CCC(C(=O)NC1=CC=C(C=C1)F)SC2=NC3=CC=CC=C3C4=NC(=NN42)CCC5=C(NN=C5C)C,-3.0576820373535156
CCC(C(=O)Nc1cccc(C(F)(F)F)c1)c1ccccc1,-5.202460289001465
CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,-3.854590654373169
CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1,-4.047029972076416
CCC(C(=O)c1ccccc1)N(C(=O)c1ccccc1Cl)N1C(=O)C2C3C=CC(C3)C2C1=O,-7.120709419250488
CCC(C(C)O)=[N+]([O-])O,0.4192922115325928
CCC(C(N)=O)N1CCCC1=O,0.9544801712036133
CCC(C)(C(=O)NC1CCCC1)N(C(=O)c1ccccn1)c1ccccc1,-3.679089307785034
CCC(C)(C(=O)NC1CCCC1)N(CC1CCCO1)C(=O)c1ccc2c(c1)OCO2,-1.9305968284606934
CCC(C)(C(=O)NC1CCCC1)N(Cc1ccco1)C(=O)c1ccccn1,-2.7276597023010254
CCC(C)(C(=O)NC1CCCCC1)N(Cc1ccco1)C(=O)Cc1cccs1,-4.290015697479248
CCC(C)(C)C,-3.0827908515930176
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,-4.572021484375
CCC(C)(C)C(=O)O[C@@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,-4.571670055389404
CCC(C)(C)C(=O)O[C@@H]1C[C@H](C)C=C2C=C[C@H](C)[C@@H](CC[C@H]3C[C@@H](O)CC(=O)O3)[C@H]21,-4.571670055389404
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,-4.5771942138671875
CCC(C)(C)C(=O)O[C@H]1C[C@H](C)C=C2C=C[C@@H](C)[C@H](CC[C@@H]3C[C@H](O)CC(=O)O3)[C@H]21,-4.571670055389404
CCC(C)(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4[NH+](C)C3)(C(C)C)C(=O)N12,-4.037534236907959
CCC(C)(C)C1CCC(CC=O)CC1,-4.010444641113281
CCC(C)(C)Cc1c[nH]c(CCc2ccc(-c3ccccn3)cc2)n1,-5.07663631439209
CCC(C)(C)Cc1cnc(CCc2ccc(-c3ccccn3)cc2)[nH]1,-5.548694610595703
CCC(C)(C)N=C(NC#N)Nc1cccnc1,-3.2613611221313477
CCC(C)(C)NC(=O)c1ccc2c(c1)N(CC(=O)OC)C(=O)C(C)(C)O2,-4.086164474487305
CCC(C)(C)NC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,-2.932648181915283
CCC(C)(C)O,-0.5293736457824707
CCC(C)(C)OC,-0.5556046962738037
CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1,-6.493498802185059
CCC(C)(C)c1cc(N2Nc3ccccc3N2)c(O)c(C(C)(C)CC)c1,-6.687657356262207
CCC(C)(C)c1ccc(CC(C)CN2C[C@H](C)O[C@H](C)C2)cc1.Cl,-2.98494815826416
CCC(C)(C)c1ccc(O)cc1,-2.6837899684906006
CCC(C)(C)c1ccc(Oc2cccc(C(=O)O)c2)cc1,-3.5409317016601562
CCC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(C34CNCC3C4)cc2)cc1,-3.497645616531372
CCC(C)(C)c1ccc(S(=O)(=O)Nc2ccc([C@]34CNC[C@H]3C4)cc2)cc1,-3.497645616531372
CCC(C)(C)n1nnnc1C(C(C)C)N(CCCO)Cc1cc2cc(C)ccc2[nH]c1=O,-2.8941686153411865
CCC(C)(C)n1nnnc1C(C(C)C)N(Cc1ccco1)Cc1cc2cc3c(cc2[nH]c1=O)OCO3,-3.75197696685791
CCC(C)(C)n1nnnc1C(c1cc2cc3c(cc2[nH]c1=O)OCO3)N1CCCCC1,-2.928532361984253
CCC(C)(C)n1nnnc1C(c1ccc(C)cc1)N1CCC(C)CC1.Cl,-3.407363176345825
CCC(C)(CC)OC(N)=O,-1.6490384340286255
CCC(C)(CN(C)C)OC(=O)c1ccccc1.Cl,-1.4558219909667969
CCC(C)(N=Cc1ccccc1)c1nnnn1-c1c(C)cccc1C,-6.096856117248535
CCC(C)(NC(=O)c1ccccn1)C(=O)NC1CCCCC1,-2.0221962928771973
CCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(OC)ccc5c4C12CCN(CC1CC1)C3C5,-3.001911163330078
CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,-1.4493846893310547
CCC(C)=O,0.04362177848815918
CCC(C)=[N+]([O-])O,-0.1598808765411377
CCC(C)C,-2.8799448013305664
CCC(C)C(=O)Nc1nc(-c2ccc3c(c2)NC(=O)CO3)cs1,-7.496826171875
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,-3.912721872329712
CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],-1.0655486583709717
CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc1ccccc1)c1nccs1)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C)C(C)C,-3.4181413650512695
CCC(C)C(C)(COC(N)=O)COC(=O)NC(C)C,-3.236910581588745
CCC(C)C(C)(COC(N)=O)COC(N)=O,-2.730120897293091
CCC(C)C(C)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,-2.9815316200256348
CCC(C)C(C)CO,-1.5305979251861572
CCC(C)C(CC)C(=O)NC(N)=O,-2.361416816711426
CCC(C)C(CC)C(N)=O,-1.1314135789871216
CCC(C)C(N)C1=NC(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCCCC[C@@H]2NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,-3.5719966888427734
CCC(C)C(NC(=O)OCc1ccccc1)C(=O)OCN1C(=O)c2ccccc2C1=O,-4.05261754989624
CCC(C)C(NS(=O)(=O)c1ccc(C)cc1)C(=O)Oc1ccc2c3c(c(=O)oc2c1)CCC3,-4.268349647521973
CCC(C)C([NH3+])C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)[O-])C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)[O-])NC(=O)C(CC3C=NC=[NH+]3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCC[NH3+])NC2=O)C(C)CC)CS1,-2.4179182052612305
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.1198205947875977
CCC(C)C1C(=O)NC(C2Cc3ccccc3C2)C(=O)N1C(C(=O)N1CCOCC1)c1coc(C)n1,-2.0840888023376465
CCC(C)C1NC(=O)C(C(C)=O)=C1O,-2.6358115673065186
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,-0.6757862567901611
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O,-0.0002372264862060547
CCC(C)C1NC(=S)N(C2CCCCC2)C1=O,-4.329228401184082
CCC(C)C1NC(=S)N(Cc2ccccc2)C1=O,-4.729033470153809
CCC(C)C=O,-0.5455729961395264
CCC(C)CC,-3.3953499794006348
CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,-1.619431734085083
CCC(C)CCCC(=O)N[C@@H](CC[NH3+])C(=O)N[C@H](C(=O)N[C@@H](CC[NH3+])C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC[NH3+])NC(=O)[C@H](CC[NH3+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC[NH3+])NC1=O)[C@@H](C)O,-2.6133737564086914
CCC(C)CCCCC(=O)NC(CC[NH3+])C(=O)NC(C(=O)NC(CC[NH3+])C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CC[NH3+])NC(=O)C(CC[NH3+])NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CC[NH3+])NC1=O)C(C)O,-2.905989646911621
CCC(C)COC(=O)C=Cc1ccc(N=Cc2ccc(OC)cc2)cc1,-6.100429534912109
CCC(C)N,-0.33274221420288086
CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl,-4.180817127227783
CCC(C)N1C(=O)C2C(C(=O)Nc3cccc(OC)c3)C3C=CC2(O3)C1C(=O)NC1CCCCC1C,-2.5358362197875977
CCC(C)N1C(=O)S/C(=C/c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O,-7.5502519607543945
CCC(C)N1CCC2(CC1)N=C1C(=C3NC(=O)/C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@@H](OC)/C=C/O[C@@]4(C)Oc5c(C)c(O)c(c1c5C4=O)C3=O)N2,-5.983644485473633
CCC(C)NC(=O)C(NS(=O)(=O)c1cccc2nsnc12)c1ccccc1,-2.0990991592407227
CCC(C)NC(=O)C1CC(c2ccc(OC)cc2)=NO1,-3.5368735790252686
CCC(C)NC(=O)C1CCCN(C(=O)NC2CCCCC2)C1,-3.3344578742980957
CCC(C)NC(=O)C1CCN(C(=O)c2ccccc2)CC1,-2.875994920730591
CCC(C)NC(=O)C1c2cc(OC)c(OC)cc2C(=O)N(C)C1c1cccs1,-1.8256759643554688
CCC(C)NC(=O)C=Cc1ccc([N+](=O)[O-])o1,-1.6503602266311646
CCC(C)NC(=O)CCC(=O)Nc1ccc2nc(N3CCOCC3)cc(C)c2c1,-3.2805683612823486
CCC(C)NC(=O)CCS(=O)(=O)c1ccc(Br)s1,-3.0215742588043213
CCC(C)NC(=O)Cn1cnc2sc(C)cc2c1=O,-2.2725019454956055
CCC(C)NC(=O)NC(=O)N(C1CCCCC1)S(C)(=O)=O,-3.586845636367798
CCC(C)NC(=O)c1c(C)cc(=O)oc1C,-1.0591247081756592
CCC(C)NC(=O)c1ccccc1N,-2.7737960815429688
CCC(C)NC(=O)c1ccccc1NC(=O)Nc1ccccc1,-4.394588470458984
CCC(C)NC(=O)c1cnn2c(C)c3c(nc12)CCCC3,-4.653690338134766
CCC(C)NCc1ccc(C(=O)OC)o1.Cl,-1.2243530750274658
CCC(C)NS(=O)(=O)c1ccc(NC(=O)CCC2CCCCC2)cc1,-4.578452110290527
CCC(C)NS(=O)(=O)c1ccc(OCC(=O)NCC2CCCO2)cc1,-1.9543397426605225
CCC(C)NS(=O)(=O)c1ccc(OCC(=O)Nc2ccc3c(c2)OCCO3)cc1,-4.677111625671387
CCC(C)Nc1c([N+](=O)[O-])cc(C)cc1[N+](=O)[O-],-3.646549701690674
CCC(C)Nc1ccc(NC(C)CC)cc1,-3.718316078186035
CCC(C)Nc1nc(OCC(F)(F)F)nc(OCC(F)(F)F)n1,-4.6471147537231445
CCC(C)Nc1ncc(C(=O)Nc2cc(C(=O)NC)ccc2C)s1,-3.557042360305786
CCC(C)Nc1snc2ccccc12,-2.974745750427246
CCC(C)OC(=O)C1=C(C)NC(=O)CC1c1ccccc1OC,-4.507766246795654
CCC(C)OC(=O)C=Cc1ccc([N+](=O)[O-])o1,-2.853027820587158
CCC(C)ON=O,-0.9405325651168823
CCC(C)OS(C)(=O)=O,-0.8871757984161377
CCC(C)Sc1nnc(CSc2nc3nc(C)cc(C)n3n2)o1,-5.983547210693359
CCC(C)[C@H](NC(=O)NC1CCN(Cc2ccccc2)CC1)C(=O)OC,-2.278315544128418
CCC(C)[C@H](NC(=O)NCc1ccccn1)C(=O)OC,-0.3664059638977051
CCC(C)[C@H](NC(=O)Nc1ccc(Oc2ccccc2)cc1)C(=O)O,-4.599601745605469
CCC(C)[C@H](NC(=O)OC(C)(C)C)c1nnc(SCc2c(C)[nH]c(=O)[nH]c2=O)o1,-3.2838711738586426
CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)CC1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](OC4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1CC(O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4CC(C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,-6.7016072273254395
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-2.7647876739501953
CCC(C)c1ccc(Nc2ncccc2C#N)cc1,-6.7078938484191895
CCC(C)c1cccc(C(C)CC(CC)c2ccc(C[N+](C)(C)C)cc2)c1,-3.6225953102111816
CCC(C)c1ccccc1O,-2.3156304359436035
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,-2.61430287361145
CCC(C)n1c(NC(=O)c2ccccc2)c(C#N)c2nc3ccccc3nc21,-5.949902534484863
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,-5.8689422607421875
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,-5.851771354675293
CCC(C)n1nnc2c(=O)oc3ccccc3c21,-4.4693708419799805
CCC(C=O)CC,-0.9943561553955078
CCC(CC(=O)NCC1CCCCC1)n1c(N)nc2cc(Cl)ccc21,-3.4312872886657715
